,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
294697,"frozenset({'(Ever told) (you had)  melanoma or any other types of cancer? (CHCOCNC1):2 - No', 'Ever told you had C.O.P.D. emphysema or chronic bronchitis? (CHCCOPD3):1 - Yes', 'Told Had Arthritis (HAVARTH4):1 - Yes', 'Still Have Asthma (ASTHNOW):1 - Yes'})",frozenset({'(Ever told) you had a depressive disorder (ADDEPEV3):1 - Yes'}),0.014168830818723435,0.20535481609949408,0.00716192050897262,0.5054701125733313,2.461447567552698,0.0042522828618488245,1.60686988613674,0.6022684379932409
294639,"frozenset({'Ever told you had C.O.P.D. emphysema or chronic bronchitis? (CHCCOPD3):1 - Yes', '(Ever told) (you had) skin cancer that is not melanoma? (CHCSCNC1):2 - No', 'Told Had Arthritis (HAVARTH4):1 - Yes', 'Still Have Asthma (ASTHNOW):1 - Yes'})",frozenset({'(Ever told) you had a depressive disorder (ADDEPEV3):1 - Yes'}),0.01567624884303982,0.20535481609949408,0.00789204101255358,0.5034393809114359,2.451558675241979,0.004672847814261232,1.6002984396126205,0.6015259104665294
294755,"frozenset({'Ever Diagnosed with Angina or Coronary Heart Disease (CVDCRHD4):2 - No', 'Ever told you had C.O.P.D. emphysema or chronic bronchitis? (CHCCOPD3):1 - Yes', 'Told Had Arthritis (HAVARTH4):1 - Yes', 'Still Have Asthma (ASTHNOW):1 - Yes'})",frozenset({'(Ever told) you had a depressive disorder (ADDEPEV3):1 - Yes'}),0.013694814122552412,0.20535481609949408,0.006836174438144191,0.4991797900262467,2.4308160846074087,0.004023878402490686,1.5866875339199096,0.5967884311362093
294287,"frozenset({'Ever told you had C.O.P.D. emphysema or chronic bronchitis? (CHCCOPD3):1 - Yes', 'Told Had Arthritis (HAVARTH4):1 - Yes', 'Still Have Asthma (ASTHNOW):1 - Yes'})",frozenset({'(Ever told) you had a depressive disorder (ADDEPEV3):1 - Yes'}),0.018268738261908828,0.20535481609949408,0.009111903884690385,0.4987702902115101,2.428821975959194,0.005360330498546307,1.5853912255836395,0.599224852071006
294609,"frozenset({'Ever told you had C.O.P.D. emphysema or chronic bronchitis? (CHCCOPD3):1 - Yes', 'Ever Told Had Asthma (ASTHMA3):1 - Yes', 'Told Had Arthritis (HAVARTH4):1 - Yes', 'Still Have Asthma (ASTHNOW):1 - Yes'})",frozenset({'(Ever told) you had a depressive disorder (ADDEPEV3):1 - Yes'}),0.018268738261908828,0.20535481609949408,0.009111903884690385,0.4987702902115101,2.428821975959194,0.005360330498546307,1.5853912255836395,0.599224852071006
288963,"frozenset({'(Ever told) (you had)  melanoma or any other types of cancer? (CHCOCNC1):2 - No', 'Ever told you had C.O.P.D. emphysema or chronic bronchitis? (CHCCOPD3):1 - Yes', 'Ever Told Had Asthma (ASTHMA3):1 - Yes', 'Told Had Arthritis (HAVARTH4):1 - Yes'})",frozenset({'(Ever told) you had a depressive disorder (ADDEPEV3):1 - Yes'}),0.01690285128905583,0.20535481609949408,0.008426713873637482,0.4985380116959064,2.42769086776307,0.004955631955616326,1.5846568681864317,0.5981971786798732
288904,"frozenset({'Ever told you had C.O.P.D. emphysema or chronic bronchitis? (CHCCOPD3):1 - Yes', 'Ever Told Had Asthma (ASTHMA3):1 - Yes', 'Told Had Arthritis (HAVARTH4):1 - Yes', '(Ever told) (you had) skin cancer that is not melanoma? (CHCSCNC1):2 - No'})",frozenset({'(Ever told) you had a depressive disorder (ADDEPEV3):1 - Yes'}),0.018625935677506898,0.20535481609949408,0.00925343493615377,0.4968037631166325,2.4192457355172614,0.005428509340418336,1.5791954026172326,0.5977822804566987
294784,"frozenset({'Ever told you had C.O.P.D. emphysema or chronic bronchitis? (CHCCOPD3):1 - Yes', 'Ever Diagnosed with Heart Attack (CVDINFR4):2 - No', 'Told Had Arthritis (HAVARTH4):1 - Yes', 'Still Have Asthma (ASTHNOW):1 - Yes'})",frozenset({'(Ever told) you had a depressive disorder (ADDEPEV3):1 - Yes'}),0.014595670497739997,0.20535481609949408,0.007240548870896723,0.4960751115899646,2.4156974791845984,0.004243257639984515,1.5769119608434905,0.5947212363082167
289021,"frozenset({'Ever Diagnosed with Angina or Coronary Heart Disease (CVDCRHD4):2 - No', 'Ever told you had C.O.P.D. emphysema or chronic bronchitis? (CHCCOPD3):1 - Yes', 'Ever Told Had Asthma (ASTHMA3):1 - Yes', 'Told Had Arthritis (HAVARTH4):1 - Yes'})",frozenset({'(Ever told) you had a depressive disorder (ADDEPEV3):1 - Yes'}),0.016365931903345524,0.20535481609949408,0.008071762982665816,0.4932052161976665,2.4017221780603837,0.004710940046357453,1.5679821681243735,0.5933427146501136
288656,"frozenset({'Ever told you had C.O.P.D. emphysema or chronic bronchitis? (CHCCOPD3):1 - Yes', 'Ever Told Had Asthma (ASTHMA3):1 - Yes', 'Told Had Arthritis (HAVARTH4):1 - Yes'})",frozenset({'(Ever told) you had a depressive disorder (ADDEPEV3):1 - Yes'}),0.021782302777603048,0.20535481609949408,0.010711429418689288,0.49174917491749176,2.3946318097513726,0.006238328637571115,1.563490199492554,0.5953677471214381
